Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,WHEELS AND TIRES,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"LOWE & YOUNG, INC.",NCM455516,,L220,0011786357,,Delivered to Destination,ZT56,4/23/13,11:20:26 AM,WOOSTER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Retail
NORDEMAQ S.A.,NCM452204,,L223-NA,0011783299,,Export Vessel Sailed,ZT72,7/5/13,10:03:13 AM,IN TRANSIT,ARG NH L,WI01,WI01,LOC ARGENTINA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ASSOCIATED SUPPLY COMPANY, INC.",NCM443752,,SV185,0011783120,,Delivered to Destination,ZT56,5/13/13,11:19:44 AM,GAINESVILLE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NBM447358,,L218,0011775253,,Delivered to Destination,ZT56,4/24/13,4:19:15 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"TIMMER IMPLEMENT, INC.",NCM455460,,L220,0011789574,,Delivered to Destination,ZT56,6/25/13,4:17:48 PM,PEASE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NCM455450,,L220,0011789573,,Delivered to Destination,ZT56,4/15/13,1:18:40 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM445353,,SV300,0011790627,,Delivered to Destination,ZT56,5/13/13,11:20:09 AM,HOUSTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
"CENTRAL NEW HOLLAND, INC.",NCM455381,,L220,0011789328,,Delivered to Destination,ZT56,4/22/13,11:20:28 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MC CANN INDUSTRIES, INC.",NCM428771,,SR175,0011792599,,Delivered to Destination,ZT56,5/31/13,4:18:01 PM,BOLINGBROOK,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
RIMBEY IMPLEMENTS LTD.,NCM446448,,L225,0011791864,,Delivered to Destination,ZT56,4/26/13,4:19:42 PM,RIMBEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NCM447870,,L218,0011789550,,Delivered to Destination,ZT56,4/15/13,1:17:53 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ZIMMERMAN'S FARM SERVICE, INC.",NCM444643,,SV250,0011790526,,Delivered to Destination,ZT56,6/17/13,10:22:24 AM,BETHEL,NA CASE,WI01,WI01,NA CASE / CASE IH,33X15.5 Flotation (76 OTW),,,Retail
THE VICTOR L. PHILLIPS COMPANY,NDM444114,,SV185,0011952708,,Delivered to Destination,ZT56,4/1/13,10:40:23 AM,TOPEKA,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Non-Pneumatic (64 OTW),,,Retail
TEXARKANA TRACTOR COMPANY,NCM452245,,L223,0011790314,,Delivered to Destination,ZT56,5/14/13,3:19:08 PM,DE KALB,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"B & R FARM EQUIPMENT, INC.",NCM447918,,L218,0011801390,,Delivered to Destination,ZT56,4/9/13,10:18:48 AM,Milroy,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM439796,,L215-NA,0011803073,,Export Vessel Sailed,ZT72,5/7/13,9:28:14 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM439795,,L215-NA,0011800338,,Export Arrived at Port of Load,ZT70,6/29/13,8:28:24 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM461431,,SR175NA CASE,0011928185,,Export Vessel Sailed,ZT72,2/27/13,5:48:19 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"HOOBER, INC.",NDM454565,,SR200,0011935961,,Delivered to Destination,ZT56,4/23/13,3:22:21 PM,SEAFORD,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"SWIDERSKI POWER, INC.",NCM448097,,L218,0011806839,,Delivered to Destination,ZT56,5/29/13,9:48:16 AM,APPLETON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"SWIDERSKI EQUIPMENT, INC.",NDM452923,,L223,0011932569,,Delivered to Destination,ZT56,5/10/13,1:09:29 PM,WAUPACA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"FOUR M EQUIPMENT SALES, INC.",NCM452342,,L223,0011814451,,Delivered to Destination,ZT56,6/19/13,6:23:52 PM,VESTAL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Premier Rental DRY
TITAN MACHINERY INC.,NCM453532,,SR200,0011814798,,Delivered to Destination,ZT56,4/29/13,2:18:56 PM,WINDSOR,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"GELLINGS IMPLEMENT, INC.",NCM455421,,L220,0011808952,,Delivered to Destination,ZT56,4/15/13,10:18:15 AM,EDEN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM447553,,L218-NA,0011803641,,Export Vessel Sailed,ZT72,6/19/13,10:38:42 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
NAVITRANS S.A.,NCM457112,,SR220,0011809349,,Export Vessel Sailed,ZT72,5/6/13,12:14:21 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SCOTT SUPPLY CO.,NCM455619,,L220,0011813510,,Delivered to Destination,ZT56,4/16/13,7:26:47 PM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
REGIONAL TRACTOR SALES LTD.,NCM447915,,L218,0011806616,,Delivered to Destination,ZT56,5/6/13,3:20:56 PM,FREELTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
DIFAMAQ SRL,NCM457232,,SR220,0011815023,,Export Vessel Sailed,ZT72,6/13/13,9:12:09 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
DIFAMAQ SRL,NCM457236,,SR220,0011815024,,Export Vessel Sailed,ZT72,6/13/13,9:11:56 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NCM456984,,SR220,0011806486,,Export Vessel Sailed,ZT72,5/6/13,12:14:34 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM447576,,L218-NA,0011803638,,Export Vessel Sailed,ZT72,6/19/13,10:38:19 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ST. JOSEPH TRACTOR, INC.",NDM449155,,L218,0011939373,,Delivered to Destination,ZT56,6/28/13,11:20:55 AM,SAINT JOSEPH,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NCM447564,,L218-NA,0011803639,,Export Vessel Sailed,ZT72,6/19/13,10:38:31 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
PERTILCO S.A.,NCM449730,,L230-NA,0011826655,,Export Vessel Sailed,ZT72,4/30/13,4:46:31 PM,IN TRANSIT,ROME NH L,WI01,WI01,LOC ROME NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MIDWEST TRACTOR SALES INC.,NCM455787,,L220,0011822697,,Delivered to Destination,ZT56,5/13/13,4:18:54 PM,BREESE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
MAZERGROUP CONSTRUCTION EQUIPMENT,NCM455883,,L220,0011824904,,Delivered to Destination,ZT56,4/23/13,11:20:28 AM,BRANDON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Premier Rental DRY
"LESLIE G. FOGG, INC.",NCM452466,,L223,0011826434,,Delivered to Destination,ZT56,5/21/13,9:18:11 AM,BRIDGETON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"LAWRENCE TRANSPORTATION SYSTEMS, IN",NCM451033,,SR150,0011826441,,Delivered to Destination,ZT56,5/10/13,1:19:11 PM,WAYNESBORO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
"EMPIRE TRACTOR, INC.",NCM448153,,L218,0011826450,,Delivered to Destination,ZT56,4/12/13,11:24:09 AM,WATERLOO,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
HEHLI-VOLD CORPORATION,NCM457055,,SR220,0011822777,,Delivered to Destination,ZT56,4/16/13,3:20:28 PM,MENOMONIE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
DELTA POWER EQUIPMENT (WATFORD) LTD,NCM448069,,L218,0011822531,,Delivered to Destination,ZT56,4/29/13,9:18:38 AM,ESSEX,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
DELTA POWER EQUIPMENT (WATFORD) LTD,NCM446907,,L225,0011822551,,Delivered to Destination,ZT56,5/28/13,12:18:21 PM,WATFORD,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NCM448110,,L218,0011826133,,Delivered to Destination,ZT56,4/1/13,2:18:00 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
REGIONAL TRACTOR SALES LTD.,NCM458794,,L213,0011824724,,Delivered to Destination,ZT56,4/17/13,11:18:50 AM,FREELTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
ESM FARM EQUIPMENT LTD.,NCM448111,,L218,0011826171,,Delivered to Destination,ZT56,6/14/13,10:18:42 AM,WALLENSTEIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FRANKLIN EQUIPMENT, LLC",NCM455899,,L220,0011826184,,Delivered to Destination,ZT56,6/21/13,7:17:37 AM,GROVEPORT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ALMA TRACTOR & EQUIPMENT, INC.",NCM455897,,L220,0011825136,,Delivered to Destination,ZT56,6/17/13,4:20:39 PM,ALMA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"HENNESSEY IMPLEMENT, INC.",NCM448156,,L218,0011820587,,Delivered to Destination,ZT56,4/3/13,5:31:00 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
THE VERNON DELL TRACTOR SALES COMPA,NCM446969,,L225,0011824179,,Delivered to Destination,ZT56,5/8/13,1:18:06 PM,EAST LIVERPOOL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Retail
ST. CATHARINES NEW HOLLAND LTD.,NCM439895,,L215,0011825845,,Delivered to Destination,ZT56,5/7/13,4:19:47 PM,ST CATHARINES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (59 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM453703,,SR200,0011825264,,Delivered to Destination,ZT56,5/13/13,11:19:53 AM,TYLER,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BIRKEY'S FARM STORE, INC.",NCM428845,,SR175,0011822153,,Delivered to Destination,ZT56,5/1/13,8:18:47 AM,POLO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM428825,,SR175,0011825255,,Delivered to Destination,ZT56,5/13/13,11:22:23 AM,LONGVIEW,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM428821,,SR175,0011825256,,Delivered to Destination,ZT56,5/13/13,11:22:04 AM,TYLER,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"BULL INTERNATIONAL, INC.",NCM448287,,L218,0011825636,,Delivered to Destination,ZT56,4/13/13,2:18:02 PM,WASHINGTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"WHITE'S FARM SUPPLY, INC.",NCM448281,,L218,0011826630,,Delivered to Destination,ZT56,5/21/13,4:18:03 PM,CANASTOTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM451771,,SR175,0011825257,,Delivered to Destination,ZT56,5/13/13,11:20:22 AM,SHERMAN,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM428813,,SR175,0011825261,,Delivered to Destination,ZT56,5/13/13,11:21:05 AM,BRYAN,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM453701,,SR200,0011825265,,Delivered to Destination,ZT56,5/13/13,11:23:31 AM,BRYAN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
REGIONAL TRACTOR SALES LTD.,NCM448113,,L218,0011827399,,Delivered to Destination,ZT56,5/6/13,3:20:28 PM,FREELTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"EMANUEL TRACTOR SALES, INC.",NCM448289,,L218,0011828963,,Delivered to Destination,ZT56,4/1/13,11:17:34 AM,SWAINSBORO,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
CNH Industrial Belgium NV,NDM461358,,SV300-EU,0011982140,,Export Vessel Sailed,ZT72,5/15/13,5:20:25 AM,IN TRANSIT,GER CASE L,WI01,WI01,LOC GERMANY CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
REGIONAL TRACTOR SALES LTD.,NCM448039,,L218,0011819559,,Delivered to Destination,ZT56,5/7/13,2:18:38 PM,FREELTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
TITAN MACHINERY INC.,NCM444940,,SV250,0011827862,,Delivered to Destination,ZT56,6/28/13,3:20:07 PM,GRUNDY CENTER,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"RIVERSIDE TRACTOR & EQUIPMENT, LLC",NCM458791,,L213,0011817822,,Delivered to Destination,ZT56,4/8/13,8:18:55 AM,AUGUSTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
TITAN MACHINERY INC.,NCM444917,,SV250,0011822137,,Delivered to Destination,ZT56,4/29/13,7:17:34 AM,ABERDEEN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
MIDWEST TRACTOR SALES INC.,NCM456051,,L220,0011831345,,Delivered to Destination,ZT56,6/26/13,8:18:32 AM,BREESE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
MODERN EQUIPMENT SALES & RENTAL COM,NDM456636,,L220,0011938330,,Delivered to Destination,ZT56,4/20/13,5:40:35 PM,EDISON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
1389668 ONTARIO LTD.,NCM455734,,L220,0011819667,,Delivered to Destination,ZT56,5/3/13,1:18:24 PM,CALEDONIA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"HENNESSEY IMPLEMENT, INC.",NDM452884,,L223,0011968734,,Delivered to Destination,ZT56,5/2/13,2:00:14 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"PEACH COUNTRY TRACTOR, INC.",NCM448130,,L218,0011820159,,Delivered to Destination,ZT56,4/2/13,11:18:39 AM,RICHWOOD,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"ASSOCIATED SUPPLY COMPANY, INC.",NCM427192,,SR150,0011828532,,Delivered to Destination,ZT56,5/13/13,12:29:53 PM,EULESS,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Retail
"BROOKINGS EQUIPMENT, INC.",NDM466500,,SV185,0011968736,,Delivered to Destination,ZT56,5/3/13,2:18:14 PM,BROOKINGS,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"SWIDERSKI POWER, INC.",NCM448523,,L218,0011824844,,Delivered to Destination,ZT56,5/28/13,4:21:46 PM,APPLETON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
EMEA ENTERPRISES (PTY) LTD,NDM448959,,L218-NA,0011946451,,Export Vessel Sailed,ZT72,5/15/13,12:49:46 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"GROFF TRACTOR & EQUIPMENT, INC.",NCM445394,,SV300,0011826416,,Delivered to Destination,ZT56,4/24/13,9:20:15 AM,FREDERICK,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
"B & R FARM EQUIPMENT, INC.",NCM446940,,L225,0011829429,,Delivered to Destination,ZT56,5/18/13,8:17:54 AM,Milroy,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"FOUR M EQUIPMENT SALES, INC.",NCM446576,,L225,0011839587,,Delivered to Destination,ZT56,6/19/13,6:23:59 PM,VESTAL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
"BOBCO, INC.",NCM446583,,L225,0011839628,,Delivered to Destination,ZT56,4/3/13,5:21:31 PM,CHARLOTTE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
TITAN MACHINERY INC.,NCM451780,,SR175,0011834423,,Delivered to Destination,ZT56,6/24/13,1:17:52 PM,ALBUQUERQUE,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
EMEA ENTERPRISES (PTY) LTD,NDM448948,,L218-NA,0011946454,,Export Vessel Sailed,ZT72,5/15/13,12:49:56 AM,IN TRANSIT,S.AFRC NHL,WI01,WI01,SOUTH AFRICA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NCM441870,,SR130,0011837526,,Export Vessel Sailed,ZT72,5/15/13,12:48:36 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,10x16.5 Premium (59 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM454960,,SR200NA CASE,0011928194,,Export Vessel Sailed,ZT72,4/25/13,1:27:51 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
"SWIDERSKI EQUIPMENT, INC.",NDM456598,,L220,0011932578,,Delivered to Destination,ZT56,4/3/13,11:40:16 AM,WAUPACA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
"B & R FARM EQUIPMENT, INC.",NCM452594,,L223,0011843249,,Delivered to Destination,ZT56,4/12/13,4:19:17 PM,BEAVERTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NDM452858,,L223,0011932579,,Delivered to Destination,ZT56,8/7/13,6:32:57 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"JACK MILLER'S TRACTOR & TRUCK, INC.",NCM448529,,L218,0011843669,,Delivered to Destination,ZT56,5/23/13,12:18:20 PM,Schoharie,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"JACK MILLER'S TRACTOR & TRUCK, INC.",NCM458824,,L213,0011839580,,Delivered to Destination,ZT56,5/21/13,3:19:59 PM,Schoharie,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM448936,,L218-NA,0011946455,,Export Vessel Sailed,ZT72,5/7/13,9:28:02 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM454967,,SR200NA CASE,0011928195,,Export Vessel Sailed,ZT72,5/22/13,2:15:41 PM,IN TRANSIT,BRZ CASE,WI01,WI01,BRAZIL CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
STEWART'S NEW HOLLAND LTD.,NCM446586,,L225,0011839738,,Delivered to Destination,ZT56,4/29/13,9:19:23 AM,ERIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"SPEAR CHARDON TRACTOR SALES, INC.",NCM452470,,L223,0011840639,,Delivered to Destination,ZT56,4/1/13,3:17:39 PM,CHARDON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM448941,,L218-NA,0011946457,,Export Vessel Sailed,ZT72,5/7/13,9:27:25 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"SCHLOFMAN TRACTOR & IMPLEMENT CO.,",NCM446729,,L225,0011841117,,Delivered to Destination,ZT56,4/30/13,1:49:24 PM,BOISE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM448955,,L218-NA,0011946459,,Export Vessel Sailed,ZT72,5/7/13,9:26:14 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NCM447111,,L225,0011854123,,Delivered to Destination,ZT56,4/30/13,1:49:16 PM,ALBERT LEA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"Tractors, Inc.",NCM452505,,L223,0011855488,,Delivered to Destination,ZT56,4/15/13,10:18:20 AM,CARTERSVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"WE AG PARTNERS, INC.",NCM448688,,L218,0011856490,,Delivered to Destination,ZT56,4/29/13,10:49:19 AM,CARLISLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"GELLINGS IMPLEMENT, INC.",NCM446837,,L225,0011854232,,Delivered to Destination,ZT56,4/26/13,12:20:38 PM,EDEN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Retail
ARABIAN AUTO AGENCY CO,NCM452485,,L223-NA,0011852823,,Export Vessel Sailed,ZT72,7/9/13,11:41:12 AM,IN TRANSIT,S.ARAB NHL,WI01,WI01,SAUDI ARABIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"OLD STONE TRACTOR COMPANY, INC.",NCM446994,,L225,0011854364,,Delivered to Destination,ZT56,4/4/13,5:18:40 PM,ANDERSON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"MUNN TRACTOR SALES, INC.",NCM446765,,L225,0011847563,,Delivered to Destination,ZT56,4/24/13,10:20:07 AM,AUBURN HILLS,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
WESTERN MONTANA NEW HOLLAND LLC,NCM439939,,L215,0011856891,,Delivered to Destination,ZT56,5/31/13,11:18:26 AM,MISSOULA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Retail
SERVICE AGROMECANIQUE INC.,NCM460661,,SV250,0011854651,,Delivered to Destination,ZT56,5/31/13,8:18:02 AM,SAINT-CLEMENT,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
"BULL INTERNATIONAL, INC.",NCM448316,,L218,0011853619,,Delivered to Destination,ZT56,6/26/13,7:18:02 PM,WASHINGTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Retail
619020 SASKATCHEWAN LTD.,NCM447097,,L225,0011856400,,Delivered to Destination,ZT56,5/1/13,11:18:28 AM,YORKTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"PUERTO RICO WIRE PRODUCTS, INC",NCM457352,,SR220,0011853200,,Export Arrived at Port of Load,ZT70,5/16/13,12:33:34 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
